OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderDayOfWeek,ShippingDurationDays,Delivery_Status
10667,ERNSH,7,1997-09-12,1997-10-10,1997-09-19,1,78.09,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,9,Friday,7.0,On-Time
10668,WANDK,1,1997-09-15,1997-10-13,1997-09-23,2,47.22,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Unknown,70563,Germany,1997,9,Monday,8.0,On-Time
10669,SIMOB,2,1997-09-15,1997-10-13,1997-09-22,1,24.39,Simons Bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1997,9,Monday,7.0,On-Time
10670,FRANK,4,1997-09-16,1997-10-14,1997-09-18,1,203.48,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,9,Tuesday,2.0,On-Time
10671,FRANR,1,1997-09-17,1997-10-15,1997-09-24,1,30.34,France Restauration,"54, Rue Royale",Nantes,Unknown,44000,France,1997,9,Wednesday,7.0,On-Time
10672,BERGS,9,1997-09-17,1997-01-10,1997-09-26,2,95.75,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,9,Wednesday,9.0,Delayed
10673,WILMK,2,1997-09-18,1997-10-16,1997-09-19,1,22.76,Wilman Kala,Keskuskatu 45,Helsinki,Unknown,21240,Finland,1997,9,Thursday,1.0,On-Time
10674,ISLAT,4,1997-09-18,1997-10-16,1997-09-30,2,0.9,Island Trading,Garden House Crowther Way,Cowes,Isle Of Wight,Po31 7Pj,Uk,1997,9,Thursday,12.0,On-Time
10675,FRANK,5,1997-09-19,1997-10-17,1997-09-23,2,31.85,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,9,Friday,4.0,On-Time
10676,TORTU,2,1997-09-22,1997-10-20,1997-09-29,2,2.01,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Unknown,05033,Mexico,1997,9,Monday,7.0,On-Time
10677,ANTON,1,1997-09-22,1997-10-20,1997-09-26,3,4.03,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1997,9,Monday,4.0,On-Time
10678,SAVEA,7,1997-09-23,1997-10-21,1997-10-16,3,388.98,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,9,Tuesday,23.0,On-Time
10679,BLONP,8,1997-09-23,1997-10-21,1997-09-30,3,27.94,Blondel Père Et Fils,"24, Place Kléber",Strasbourg,Unknown,67000,France,1997,9,Tuesday,7.0,On-Time
10680,OLDWO,1,1997-09-24,1997-10-22,1997-09-26,1,26.61,Old World Delicatessen,2743 Bering St.,Anchorage,Ak,99508,Usa,1997,9,Wednesday,2.0,On-Time
10681,GREAL,3,1997-09-25,1997-10-23,1997-09-30,3,76.13,Great Lakes Food Market,2732 Baker Blvd.,Eugene,Or,97403,Usa,1997,9,Thursday,5.0,On-Time
10682,ANTON,3,1997-09-25,1997-10-23,1997-01-10,2,36.13,Antonio Moreno Taquería,Mataderos 2312,México D.F.,Unknown,05023,Mexico,1997,9,Thursday,-258.0,On-Time
10683,DUMON,2,1997-09-26,1997-10-24,1997-10-01,1,4.4,Du Monde Entier,"67, Rue Des Cinquante Otages",Nantes,Unknown,44000,France,1997,9,Friday,5.0,On-Time
10684,OTTIK,3,1997-09-26,1997-10-24,1997-09-30,1,145.63,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,9,Friday,4.0,On-Time
10685,GOURL,4,1997-09-29,1997-10-13,1997-10-03,2,33.75,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,9,Monday,4.0,On-Time
10686,PICCO,2,1997-09-30,1997-10-28,1997-10-08,1,96.5,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,9,Tuesday,8.0,On-Time
10687,HUNGO,9,1997-09-30,1997-10-28,1997-10-30,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,9,Tuesday,30.0,Delayed
10688,VAFFE,4,1997-01-10,1997-10-15,1997-10-07,2,299.09,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,1,Friday,270.0,On-Time
10689,BERGS,1,1997-01-10,1997-10-29,1997-10-07,2,13.42,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,1,Friday,270.0,On-Time
10690,HANAR,1,1997-10-02,1997-10-30,1997-10-03,1,15.8,Hanari Carnes,"Rua Do Paço, 67",Rio De Janeiro,Rj,05454-876,Brazil,1997,10,Thursday,1.0,On-Time
10691,QUICK,2,1997-03-10,1997-11-14,1997-10-22,2,810.05,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,3,Monday,226.0,On-Time
10692,ALFKI,4,1997-10-03,1997-10-31,1997-10-13,2,61.02,Alfred'S Futterkiste,Obere Str. 57,Berlin,Unknown,12209,Germany,1997,10,Friday,10.0,On-Time
10693,WHITC,3,1997-10-06,1997-10-20,1997-10-10,3,139.34,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,10,Monday,4.0,On-Time
10694,QUICK,8,1997-10-06,1997-11-03,1997-10-09,3,398.36,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,10,Monday,3.0,On-Time
10695,WILMK,7,1997-07-10,1997-11-18,1997-10-14,1,16.72,Wilman Kala,Keskuskatu 45,Helsinki,Unknown,21240,Finland,1997,7,Thursday,96.0,On-Time
10696,WHITC,8,1997-08-10,1997-11-19,1997-10-14,3,102.55,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,8,Sunday,65.0,On-Time
10697,LINOD,3,1997-10-08,1997-11-05,1997-10-14,1,45.52,Lino-Delicateses,Ave. 5 De Mayo Porlamar,I. De Margarita,Nueva Esparta,4980,Venezuela,1997,10,Wednesday,6.0,On-Time
10698,ERNSH,4,1997-10-09,1997-06-11,1997-10-17,1,272.47,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,10,Thursday,8.0,Delayed
10699,MORGK,3,1997-10-09,1997-06-11,1997-10-13,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany,1997,10,Thursday,4.0,Delayed
10700,SAVEA,3,1997-10-10,1997-11-07,1997-10-16,1,65.1,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,10,Friday,6.0,On-Time
10701,HUNGO,6,1997-10-13,1997-10-27,1997-10-15,3,220.31,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,10,Monday,2.0,On-Time
10702,ALFKI,4,1997-10-13,1997-11-24,1997-10-21,1,23.94,Alfred'S Futterkiste,Obere Str. 57,Berlin,Unknown,12209,Germany,1997,10,Monday,8.0,On-Time
10703,FOLKO,6,1997-10-14,1997-11-11,1997-10-20,2,152.3,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,10,Tuesday,6.0,On-Time
10704,QUEEN,6,1997-10-14,1997-11-11,1997-11-07,1,4.78,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,10,Tuesday,24.0,On-Time
10705,HILAA,9,1997-10-15,1997-11-12,1997-11-18,2,3.52,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,10,Wednesday,34.0,Delayed
10706,OLDWO,8,1997-10-16,1997-11-13,1997-10-21,3,135.63,Old World Delicatessen,2743 Bering St.,Anchorage,Ak,99508,Usa,1997,10,Thursday,5.0,On-Time
10707,AROUT,4,1997-10-16,1997-10-30,1997-10-23,3,21.74,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,10,Thursday,7.0,On-Time
10708,THEBI,6,1997-10-17,1997-11-28,1997-11-05,2,2.96,The Big Cheese,89 Jefferson Way Suite 2,Portland,Or,97201,Usa,1997,10,Friday,19.0,On-Time
10709,GOURL,1,1997-10-17,1997-11-14,1997-11-20,3,210.8,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,10,Friday,34.0,Delayed
10710,FRANS,1,1997-10-20,1997-11-17,1997-10-23,1,4.98,Franchi S.P.A.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,1997,10,Monday,3.0,On-Time
10711,SAVEA,5,1997-10-21,1997-12-02,1997-10-29,2,52.41,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,10,Tuesday,8.0,On-Time
10712,HUNGO,3,1997-10-21,1997-11-18,1997-10-31,1,89.93,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,10,Tuesday,10.0,On-Time
10713,SAVEA,1,1997-10-22,1997-11-19,1997-10-24,1,167.05,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,10,Wednesday,2.0,On-Time
10714,SAVEA,5,1997-10-22,1997-11-19,1997-10-27,3,24.49,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,10,Wednesday,5.0,On-Time
10715,BONAP,3,1997-10-23,1997-11-06,1997-10-29,1,63.2,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,10,Thursday,6.0,On-Time
10716,RANCH,4,1997-10-24,1997-11-21,1997-10-27,2,22.57,Rancho Grande,Av. Del Libertador 900,Buenos Aires,Unknown,1010,Argentina,1997,10,Friday,3.0,On-Time
10717,FRANK,1,1997-10-24,1997-11-21,1997-10-29,2,59.25,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,10,Friday,5.0,On-Time
10718,KOENE,1,1997-10-27,1997-11-24,1997-10-29,3,170.88,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,10,Monday,2.0,On-Time
10719,LETSS,8,1997-10-27,1997-11-24,1997-11-05,2,51.44,Let'S Stop N Shop,87 Polk St. Suite 5,San Francisco,Ca,94117,Usa,1997,10,Monday,9.0,On-Time
10720,QUEDE,8,1997-10-28,1997-11-11,1997-11-05,2,9.53,Que Delícia,"Rua Da Panificadora, 12",Rio De Janeiro,Rj,02389-673,Brazil,1997,10,Tuesday,8.0,On-Time
10721,QUICK,5,1997-10-29,1997-11-26,1997-10-31,3,48.92,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,10,Wednesday,2.0,On-Time
10722,SAVEA,8,1997-10-29,1997-12-10,1997-11-04,1,74.58,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,10,Wednesday,6.0,On-Time
10723,WHITC,3,1997-10-30,1997-11-27,1997-11-25,1,21.72,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,10,Thursday,26.0,On-Time
10724,MEREP,8,1997-10-30,1997-12-11,1997-05-11,2,57.75,Mère Paillarde,43 Rue St. Laurent,Montréal,Québec,H1J 1C3,Canada,1997,10,Thursday,-172.0,On-Time
10725,FAMIA,4,1997-10-31,1997-11-28,1997-11-05,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,Sp,05442-030,Brazil,1997,10,Friday,5.0,On-Time
10726,EASTC,4,1997-11-03,1997-11-17,1997-12-05,1,16.56,Eastern Connection,35 King George,London,Unknown,Wx3 6Fw,Uk,1997,11,Monday,32.0,Delayed
10727,REGGC,2,1997-03-11,1997-12-01,1997-12-05,1,89.9,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Unknown,42100,Italy,1997,3,Tuesday,269.0,Delayed
10728,QUEEN,4,1997-11-04,1997-12-02,1997-11-11,2,3239.0,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,11,Tuesday,7.0,On-Time
10729,LINOD,8,1997-11-04,1997-12-16,1997-11-14,3,-141.06,Lino-Delicateses,Ave. 5 De Mayo Porlamar,I. De Margarita,Nueva Esparta,4980,Venezuela,1997,11,Tuesday,10.0,On-Time
10730,BONAP,5,1997-11-05,1997-03-12,1997-11-14,1,20.12,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,11,Wednesday,9.0,Delayed
10731,CHOPS,7,1997-11-06,1997-12-04,1997-11-14,1,96.65,Chop-Suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,1997,11,Thursday,8.0,On-Time
10732,BONAP,3,1997-06-11,1997-12-04,1997-11-07,1,16.97,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,6,Wednesday,149.0,On-Time
10733,BERGS,1,1997-07-11,1997-12-05,1997-11-10,3,110.11,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,7,Friday,122.0,On-Time
10734,GOURL,2,1997-11-07,1997-05-12,1997-11-12,3,1.63,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,11,Friday,5.0,Delayed
10735,LETSS,6,1997-11-10,1997-12-08,1997-11-21,2,45.97,Let'S Stop N Shop,87 Polk St. Suite 5,San Francisco,Ca,94117,Usa,1997,11,Monday,11.0,On-Time
10736,HUNGO,9,1997-11-11,1997-12-09,1997-11-21,2,44.1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,Unknown,Ireland,1997,11,Tuesday,10.0,On-Time
10737,VINET,2,1997-11-11,1997-12-09,1997-11-18,2,7.79,Vins Et Alcools Chevalier,59 Rue De L'Abbaye,Reims,Unknown,51100,France,1997,11,Tuesday,7.0,On-Time
10738,SPECD,2,1997-11-12,1997-12-10,1997-11-18,1,2.91,Spécialités Du Monde,"25, Rue Lauriston",Paris,Unknown,75016,France,1997,11,Wednesday,6.0,On-Time
10739,VINET,3,1997-11-12,1997-12-10,,3,11.08,Vins Et Alcools Chevalier,59 Rue De L'Abbaye,Reims,Unknown,51100,France,1997,11,Wednesday,,On-Time
10740,WHITC,4,1997-11-13,1997-11-12,1997-11-25,2,81.88,White Clover Markets,1029 - 12Th Ave. S.,Seattle,Wa,98124,Usa,1997,11,Thursday,12.0,Delayed
10741,AROUT,4,1997-11-14,1997-11-28,1997-11-18,3,10.96,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,11,Friday,4.0,On-Time
10742,BOTTM,3,1997-11-14,1997-12-12,1997-11-18,3,243.73,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,Bc,T2F 8M4,Canada,1997,11,Friday,4.0,On-Time
10743,AROUT,1,1997-11-17,1997-12-15,1997-11-21,2,23.72,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,11,Monday,4.0,On-Time
10744,VAFFE,6,1997-11-17,1997-12-15,1997-11-24,1,1916.0,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,11,Monday,7.0,On-Time
10745,QUICK,9,1997-11-18,1997-12-16,1997-11-27,1,3.52,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,11,Tuesday,9.0,On-Time
10746,CHOPS,1,1997-11-19,1997-12-17,1997-11-21,3,31.43,Chop-Suey Chinese,Hauptstr. 31,Bern,Unknown,3012,Switzerland,1997,11,Wednesday,2.0,On-Time
10747,PICCO,6,1997-11-19,1997-12-17,1997-11-26,1,117.33,Piccolo Und Mehr,Geislweg 14,Salzburg,Unknown,5020,Austria,1997,11,Wednesday,7.0,On-Time
10748,SAVEA,3,1997-11-20,1997-12-18,1997-11-28,1,232.55,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,11,Thursday,8.0,On-Time
10749,ISLAT,4,1997-11-20,1997-12-18,1997-12-19,2,61.53,Island Trading,Garden House Crowther Way,Cowes,Isle Of Wight,Po31 7Pj,Uk,1997,11,Thursday,29.0,Delayed
10750,WARTH,9,1997-11-21,1997-12-19,1997-11-24,1,79.3,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,11,Friday,3.0,On-Time
10751,RICSU,3,1997-11-24,1997-12-22,1997-12-03,3,130.79,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,1997,11,Monday,9.0,On-Time
10752,NORTS,2,1997-11-24,1997-12-22,1997-11-28,3,1.39,North/South,South House 300 Queensbridge,London,Unknown,Sw7 1Rz,Uk,1997,11,Monday,4.0,On-Time
10753,FRANS,3,1997-11-25,1997-12-23,1997-11-27,1,7.7,Franchi S.P.A.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,1997,11,Tuesday,2.0,On-Time
10754,MAGAA,6,1997-11-25,1997-12-23,1997-11-27,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico Il Moro 22,Bergamo,Unknown,24100,Italy,1997,11,Tuesday,2.0,On-Time
10755,BONAP,4,1997-11-26,1997-12-24,1997-11-28,2,16.71,Bon App',"12, Rue Des Bouchers",Marseille,Unknown,13008,France,1997,11,Wednesday,2.0,On-Time
10756,SPLIR,8,1997-11-27,1997-12-25,1997-12-02,2,73.21,Split Rail Beer & Ale,P.O. Box 555,Lander,Wy,82520,Usa,1997,11,Thursday,5.0,On-Time
10757,SAVEA,6,1997-11-27,1997-12-25,1997-12-15,1,8.19,Save-A-Lot Markets,187 Suffolk Ln.,Boise,Id,83720,Usa,1997,11,Thursday,18.0,On-Time
10758,RICSU,3,1997-11-28,1997-12-26,1997-04-12,3,138.17,Richter Supermarkt,Starenweg 5,Genève,Unknown,1204,Switzerland,1997,11,Friday,-230.0,On-Time
10759,ANATR,3,1997-11-28,1997-12-26,1997-12-12,3,11.99,Ana Trujillo Emparedados Y Helados,Avda. De La Constitución 2222,México D.F.,Unknown,05021,Mexico,1997,11,Friday,14.0,On-Time
10760,MAISD,4,1997-01-12,1997-12-29,1997-10-12,1,155.64,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Unknown,B-1180,Belgium,1997,1,Sunday,273.0,On-Time
10761,RATTC,5,1997-12-02,1997-12-30,1997-12-08,2,18.66,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,Nm,87110,Usa,1997,12,Tuesday,6.0,On-Time
10762,FOLKO,3,1997-02-12,1997-12-30,1997-09-12,1,328.74,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,2,Wednesday,212.0,On-Time
10763,FOLIG,3,1997-12-03,1997-12-31,1997-12-08,3,37.35,Folies Gourmandes,"184, Chaussée De Tournai",Lille,Unknown,59000,France,1997,12,Wednesday,5.0,On-Time
10764,ERNSH,6,1997-12-03,1997-12-31,1997-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,12,Wednesday,5.0,On-Time
10765,QUICK,3,1997-12-04,1998-01-01,1997-12-09,3,42.74,Quick-Stop,Taucherstraße 10,Cunewalde,Unknown,01307,Germany,1997,12,Thursday,5.0,On-Time
10766,OTTIK,4,1997-12-05,1998-01-02,,1,157.55,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Unknown,50739,Germany,1997,12,Friday,,On-Time
10767,SUPRD,4,1997-12-05,1998-01-02,1997-12-15,3,1.59,Suprêmes Délices,"Boulevard Tirou, 255",Charleroi,Unknown,B-6000,Belgium,1997,12,Friday,10.0,On-Time
10768,AROUT,3,1997-12-08,1998-01-05,1997-12-15,2,146.32,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,12,Monday,7.0,On-Time
10769,VAFFE,3,1997-12-08,1998-01-05,1997-12-12,1,65.06,Vaffeljernet,Smagsloget 45,Århus,Unknown,8200,Denmark,1997,12,Monday,4.0,On-Time
10770,HANAR,8,1997-09-12,1998-06-01,1997-12-17,3,5.32,Hanari Carnes,"Rua Do Paço, 67",Rio De Janeiro,Rj,05454-876,Brazil,1997,9,Friday,96.0,On-Time
10771,ERNSH,9,1997-10-12,1998-01-07,1998-01-02,2,11.19,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,10,Sunday,82.0,On-Time
10772,LEHMS,3,1997-12-10,1998-01-07,1997-12-19,2,91.28,Lehmanns Marktstand,Magazinweg 7,Frankfurt A.M.,Unknown,60528,Germany,1997,12,Wednesday,9.0,On-Time
10773,ERNSH,1,1997-12-11,1998-01-08,1997-12-16,3,96.43,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,12,Thursday,5.0,On-Time
10774,FOLKO,4,1997-11-12,1997-12-25,1997-12-12,1,48.2,Folk Och Fä Hb,Åkergatan 24,Bräcke,Unknown,S-844 67,Sweden,1997,11,Wednesday,30.0,On-Time
10775,THECR,7,1997-12-12,1998-09-01,1997-12-26,1,20.25,The Cracker Box,55 Grizzly Peak Rd.,Butte,Mt,59801,Usa,1997,12,Friday,14.0,On-Time
10776,ERNSH,1,1997-12-15,1998-01-12,1997-12-18,3,351.53,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,12,Monday,3.0,On-Time
10777,GOURL,7,1997-12-15,1997-12-29,1998-01-21,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,12,Monday,37.0,Delayed
10778,BERGS,3,1997-12-16,1998-01-13,1997-12-24,1,6.79,Berglunds Snabbköp,Berguvsvägen 8,Luleå,Unknown,S-958 22,Sweden,1997,12,Tuesday,8.0,On-Time
10779,MORGK,3,1997-12-16,1998-01-13,1998-01-14,2,58.13,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Unknown,04179,Germany,1997,12,Tuesday,29.0,Delayed
10780,LILAS,2,1997-12-16,1997-12-30,1997-12-25,1,42.13,Lila-Supermercado,Carrera 52 Con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,1997,12,Tuesday,9.0,On-Time
10781,WARTH,2,1997-12-17,1998-01-14,1997-12-19,3,73.16,Wartian Herkku,Torikatu 38,Oulu,Unknown,90110,Finland,1997,12,Wednesday,2.0,On-Time
10782,CACTU,9,1997-12-17,1998-01-14,1997-12-22,3,1.1,Cactus Comidas Para Llevar,Cerrito 333,Buenos Aires,Unknown,1010,Argentina,1997,12,Wednesday,5.0,On-Time
10783,HANAR,4,1997-12-18,1998-01-15,1997-12-19,2,124.98,Hanari Carnes,"Rua Do Paço, 67",Rio De Janeiro,Rj,05454-876,Brazil,1997,12,Thursday,1.0,On-Time
10784,MAGAA,4,1997-12-18,1998-01-15,1997-12-22,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico Il Moro 22,Bergamo,Unknown,24100,Italy,1997,12,Thursday,4.0,On-Time
10785,GROSR,1,1997-12-18,1998-01-15,,3,55.87,Grosella-Restaurante,5ª Ave. Los Palos Grandes,Caracas,Df,1081,Venezuela,1997,12,Thursday,,On-Time
10786,QUEEN,8,1997-12-19,1998-01-16,1997-12-23,1,110.87,Queen Cozinha,"Alameda Dos Canàrios, 891",Sao Paulo,Sp,05487-020,Brazil,1997,12,Friday,4.0,On-Time
10787,LAMAI,2,1997-12-19,1998-01-02,1997-12-26,1,249.93,La Maison D'Asie,1 Rue Alsace-Lorraine,Toulouse,Unknown,31000,France,1997,12,Friday,7.0,On-Time
10788,QUICK,1,1997-12-22,1998-01-19,1998-01-19,2,42.7,Quick-Stop,Taucherstrasse 10,Cunewalde,Unknown,01307,Germany,1997,12,Monday,28.0,On-Time
10789,FOLIG,1,1997-12-22,1998-01-19,1997-12-31,2,100.6,Folies Gourmandes,"184, Chaussée De Tournai",Lille,Unknown,59000,France,1997,12,Monday,9.0,On-Time
10790,GOURL,6,1997-12-22,1998-01-19,1997-12-26,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,Sp,04876-786,Brazil,1997,12,Monday,4.0,On-Time
10791,FRANK,6,1997-12-23,1998-01-20,1998-01-01,2,16.85,Frankenversand,Berliner Platz 43,München,Unknown,80805,Germany,1997,12,Tuesday,9.0,On-Time
10792,WOLZA,1,1997-12-23,1998-01-20,1997-12-31,3,23.79,Wolski Zajazd,Ul. Filtrowa 68,Warszawa,Unknown,01-012,Poland,1997,12,Tuesday,8.0,On-Time
10793,AROUT,3,1997-12-24,1998-01-21,1998-01-08,3,4.52,Around The Horn,Brook Farm Stratford St. Mary,Colchester,Essex,Co7 6Jx,Uk,1997,12,Wednesday,15.0,On-Time
10794,QUEDE,6,1997-12-24,1998-01-21,1998-02-01,1,21.49,Que Delícia,"Rua Da Panificadora, 12",Rio De Janeiro,Rj,02389-673,Brazil,1997,12,Wednesday,39.0,Delayed
10795,ERNSH,8,1997-12-24,1998-01-21,1998-01-20,2,126.66,Ernst Handel,Kirchgasse 6,Graz,Unknown,8010,Austria,1997,12,Wednesday,27.0,On-Time
10796,HILAA,3,1997-12-25,1998-01-22,1998-01-14,1,26.52,Hilarion-Abastos,Carrera 22 Con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela,1997,12,Thursday,20.0,On-Time
10797,DRACD,7,1997-12-25,1998-01-22,1998-01-05,2,33.35,Drachenblut Delikatessen,Walserweg 21,Aachen,Unknown,52066,Germany,1997,12,Thursday,11.0,On-Time
10798,ISLAT,2,1997-12-26,1998-01-23,1998-05-01,1,2.33,Island Trading,Garden House Crowther Way,Cowes,Isle Of Wight,Po31 7Pj,Uk,1997,12,Friday,126.0,Delayed
10799,KOENE,9,1997-12-26,1998-02-06,1998-01-05,3,30.76,Königlich Essen,Maubelstr. 90,Brandenburg,Unknown,14776,Germany,1997,12,Friday,10.0,On-Time
10800,SEVES,1,1997-12-26,1998-01-23,1998-01-05,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1997,12,Friday,10.0,On-Time
10801,BOLID,4,1997-12-29,1998-01-26,1997-12-31,2,97.09,Bólido Comidas Preparadas,"C/ Araquil, 67",Madrid,Unknown,28023,Spain,1997,12,Monday,2.0,On-Time
10802,SIMOB,4,1997-12-29,1998-01-26,1998-01-02,2,257.26,Simons Bistro,Vinbæltet 34,Kobenhavn,Unknown,1734,Denmark,1997,12,Monday,4.0,On-Time
10803,WELLI,99,1997-12-30,1998-01-27,1998-01-06,1,55.23,Wellington Importadora,"Rua Do Mercado, 12",Resende,Sp,08737-363,Brazil,1997,12,Tuesday,7.0,On-Time
10804,SEVES,6,1997-12-30,1998-01-27,1998-01-07,2,27.33,Seven Seas Imports,90 Wadhurst Rd.,London,Unknown,Ox15 4Nb,Uk,1997,12,Tuesday,8.0,On-Time
10805,THEBI,2,1997-12-30,1998-01-27,1998-01-09,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,Or,97201,Usa,1997,12,Tuesday,10.0,On-Time
10806,VICTE,3,1997-12-31,1998-01-28,1998-01-05,2,22.11,Victuailles En Stock,"2, Rue Du Commerce",Lyon,Unknown,69004,France,1997,12,Wednesday,5.0,On-Time
10807,FRANS,4,1997-12-31,1998-01-28,1998-01-30,1,1.36,Franchi S.P.A.,Via Monte Bianco 34,Torino,Unknown,10100,Italy,1997,12,Wednesday,30.0,Delayed
10808,OLDWO,2,1998-01-01,1998-01-29,1998-01-09,3,45.53,Old World Delicatessen,2743 Bering St.,Anchorage,Ak,99508,Usa,1998,1,Thursday,8.0,On-Time
10809,WELLI,7,1998-01-01,1998-01-29,1998-01-07,1,4.87,Wellington Importadora,"Rua Do Mercado, 12",Resende,Sp,08737-363,Brazil,1998,1,Thursday,6.0,On-Time
